1,0,0,0,0,1,0,0,0,0,1,0,3,0,20,1|
0.751808,0,0.659387,0,0,1,0,0,-0.659387,0,0.751808,0,3,0,20,1|
0.904755,0,0.425941,0,0,1,0,0,-0.425941,0,0.904755,0,3,0,20,1|
0.995009,0,0.0998338,0,0,1,0,0,-0.0998338,0,0.995009,0,3,0,20,1|
0.96106,0,-0.276357,0,0,1,0,0,0.276357,0,0.96106,0,3,0,20,1|
0.813883,0,-0.581038,0,0,1,0,0,0.581038,0,0.813883,0,3,0,20,1|
0.966395,0,-0.257082,0,0,1,0,0,0.257082,0,0.966395,0,3,0,20,1|
0.999206,0,0.0399895,0,0,1,0,0,-0.0399895,0,0.999206,0,3,0,20,1|
0.935903,0,0.352276,0,0,1,0,0,-0.352276,0,0.935903,0,3,0,20,1|
0.764848,0,0.644222,0,0,1,0,0,-0.644222,0,0.764848,0,3,0,20,1|
