-0.0246069,0,-0.999698,0,0,1,0,0,0.999698,0,-0.0246069,0,0.281503,0,19.4366,1|
-0.0246069,0,-0.999698,0,0,1,0,0,0.999698,0,-0.0246069,0,0.294298,0,19.9565,1|
-0.0246069,0,-0.999698,0,0,1,0,0,0.999698,0,-0.0246069,0,0.297743,0,20.0964,1|
-0.0246069,0,-0.999698,0,0,1,0,0,0.999698,0,-0.0246069,0,0.29479,0,19.9765,1|
-0.0246069,0,-0.999698,0,0,1,0,0,0.999698,0,-0.0246069,0,0.291838,0,19.8565,1|
-0.0246069,0,-0.999698,0,0,1,0,0,0.999698,0,-0.0246069,0,0.285932,0,19.6166,1|
-0.0246069,0,-0.999698,0,0,1,0,0,0.999698,0,-0.0246069,0,0.280519,0,19.3966,1|
-0.0246069,0,-0.999698,0,0,1,0,0,0.999698,0,-0.0246069,0,0.276582,0,19.2367,1|
-0.0246069,0,-0.999698,0,0,1,0,0,0.999698,0,-0.0246069,0,0.272645,0,19.0767,1|
-0.0246069,0,-0.999698,0,0,1,0,0,0.999698,0,-0.0246069,0,0.268708,0,18.9167,1|
-0.0246069,0,-0.999698,0,0,1,0,0,0.999698,0,-0.0246069,0,0.272645,0,19.0767,1|
-0.0246069,0,-0.999698,0,0,1,0,0,0.999698,0,-0.0246069,0,0.277074,0,19.2566,1|
-0.0246069,0,-0.999698,0,0,1,0,0,0.999698,0,-0.0246069,0,0.282487,0,19.4766,1|
-0.0246069,0,-0.999698,0,0,1,0,0,0.999698,0,-0.0246069,0,0.285932,0,19.6166,1|
-0.0246069,0,-0.999698,0,0,1,0,0,0.999698,0,-0.0246069,0,0.289377,0,19.7565,1|
